first_name,last_name,date_of_birth,incident_severity,num_vehicles_involved,num_injuries,num_witnesses,police_report_available,injury_claim,vehicle_claim,incident_hour,customer_age,policy_deductable,policy_annual_premium,num_claims_past_year,EVENT_LABEL,EVENT_TIMESTAMP,EVENT_ID,ENTITY_TYPE,ENTITY_ID,policy_id,incident_type,LABEL_TIMESTAMP
Tyrone,Jackson,7/24/1926,5,2,5,2,0,8878,7427,5,49,528,1678,5,,2022-06-05T03:15:06Z,0d73f414-d833-4589-a40a-11ec6647f12f,customer,b408-17670735,0d73f414-d833-4589-a40a-11ec6647f12f,theft,2023-03-06T15:05:50Z
Wesley,Rivas,12/12/1944,4,3,4,2,0,8877,6178,8,39,540,1298,5,,2023-02-03T06:30:28Z,fa5a9a0b-cbdc-47f4-be61-3ee0567b6578,customer,c124-93960851,fa5a9a0b-cbdc-47f4-be61-3ee0567b6578,theft,2023-03-06T15:05:50Z
Travis,Stanton,1/26/1925,4,2,4,2,0,8956,5490,10,40,526,2221,6,,2022-05-29T10:41:49Z,52a5f8e2-c949-4d4c-8538-e803e52e77ee,customer,a358-64548319,52a5f8e2-c949-4d4c-8538-e803e52e77ee,theft,2023-03-06T15:05:50Z
Marvin,Boyer,8/24/1981,4,3,5,3,0,9605,3116,15,25,402,2336,2,,2022-03-13T03:11:11Z,78e33510-fd00-49fe-a829-a0a77ecb718d,customer,c757-97409532,78e33510-fd00-49fe-a829-a0a77ecb718d,breakin,2023-03-06T15:05:50Z
Melanie,Mckee,4/15/1994,4,3,3,2,0,10669,3548,13,37,597,2627,3,,2022-04-01T14:59:54Z,dd1b05ec-dd80-48ee-91f6-cf1bf4fb5b1e,customer,b325-85364345,dd1b05ec-dd80-48ee-91f6-cf1bf4fb5b1e,breakin,2023-03-06T15:05:50Z
Roberto,Chung,11/5/1988,4,2,3,1,0,7108,6418,7,47,380,1869,4,,2022-09-13T23:10:36Z,9aaec612-e00f-4814-af96-6777092c5ba4,customer,c931-85419576,9aaec612-e00f-4814-af96-6777092c5ba4,theft,2023-03-06T15:05:50Z
Tanya,Schmitt,12/6/2014,5,2,4,2,0,8736,4942,5,36,455,1905,6,,2022-04-19T12:25:52Z,0d7bf126-9bb1-4d22-af53-d91ef6345e3e,customer,d415-80960717,0d7bf126-9bb1-4d22-af53-d91ef6345e3e,collision,2023-03-06T15:05:50Z
Adam,Bird,3/13/1932,4,2,2,2,0,6357,7028,6,43,520,1387,4,,2022-07-03T02:37:19Z,d0fd94e4-08d3-44cd-b464-5c300dc5a392,customer,b056-29839634,d0fd94e4-08d3-44cd-b464-5c300dc5a392,theft,2023-03-06T15:05:50Z
Sharon,Nielsen,6/5/1955,5,3,4,2,0,5567,6025,9,49,566,2150,5,,2022-03-16T19:41:42Z,1055a9b9-4496-487e-81b8-5b2daf804fda,customer,c917-87493187,1055a9b9-4496-487e-81b8-5b2daf804fda,theft,2023-03-06T15:05:50Z
April,Fleming,10/23/2019,5,3,4,1,0,6127,4560,8,43,525,2265,5,,2022-11-15T15:34:45Z,ea8a557e-c3d8-4393-85e7-e8d853965235,customer,b110-10204208,ea8a557e-c3d8-4393-85e7-e8d853965235,collision,2023-03-06T15:05:50Z
Michelle,Perez,11/2/1973,6,2,2,2,0,10398,2232,13,43,565,2360,4,,2022-06-13T00:57:41Z,08aefa6f-c0ff-4a85-a70a-e633ba9a4575,customer,d217-21979749,08aefa6f-c0ff-4a85-a70a-e633ba9a4575,collision,2023-03-06T15:05:50Z
George,Barker,6/1/1906,6,2,5,2,0,7458,3176,12,37,566,2751,4,,2022-04-16T19:41:57Z,9f7ab44e-8f49-4e22-aa84-1ff00270865a,customer,c825-52560973,9f7ab44e-8f49-4e22-aa84-1ff00270865a,breakin,2023-03-06T15:05:50Z
Michael,Bauer,6/2/1970,4,3,3,2,0,12197,2920,15,37,524,2480,5,,2022-03-20T08:42:13Z,a0b5bf2d-35d1-4dd2-b5b6-e493be79a707,customer,a576-53000485,a0b5bf2d-35d1-4dd2-b5b6-e493be79a707,theft,2023-03-06T15:05:50Z
Gerald,Blair,2/14/1994,5,2,3,1,0,7723,5474,9,53,651,2227,5,,2022-09-07T20:32:16Z,1a1cf749-c0b0-4dd2-b9d5-296ff414002a,customer,d750-44893354,1a1cf749-c0b0-4dd2-b9d5-296ff414002a,breakin,2023-03-06T15:05:50Z
Rita,Cherry,10/24/1996,4,3,4,2,0,11632,5922,17,43,535,3691,4,,2022-05-07T17:15:17Z,04eaf607-1d3e-44b7-821b-f5f4301d7e87,customer,a664-58790607,04eaf607-1d3e-44b7-821b-f5f4301d7e87,collision,2023-03-06T15:05:50Z
Charlene,Lee,4/23/1931,4,2,4,2,0,11733,1842,12,39,560,2418,3,,2022-07-08T06:19:53Z,eda09bcf-b99c-49cf-b761-6912f8ba10ff,customer,d902-56686706,eda09bcf-b99c-49cf-b761-6912f8ba10ff,theft,2023-03-06T15:05:50Z
Breanna,Knox,12/15/1970,4,3,4,1,0,11950,3832,14,34,598,3025,4,,2022-08-05T04:42:06Z,4059d4ae-bc48-4c17-a3e5-5a17895416bd,customer,d716-43098114,4059d4ae-bc48-4c17-a3e5-5a17895416bd,collision,2023-03-06T15:05:50Z
Sergio,Ortega,8/17/1918,5,2,4,2,0,11092,3827,14,35,510,2776,4,,2022-11-08T22:27:10Z,5ef9311d-7eb7-417a-a339-5f55c43f6ac0,customer,b185-83646872,5ef9311d-7eb7-417a-a339-5f55c43f6ac0,breakin,2023-03-06T15:05:50Z
Mario,Hunt,7/7/2012,4,2,2,2,0,11343,4479,12,41,555,2606,3,,2022-07-25T03:24:57Z,9c975fb7-a0c9-4ded-bef3-6bbeceb76103,customer,b390-83675485,9c975fb7-a0c9-4ded-bef3-6bbeceb76103,collision,2023-03-06T15:05:50Z
Judy,Montoya,9/2/1909,3,2,3,2,0,9503,4836,15,45,696,1586,4,,2022-09-23T20:32:59Z,fe9b1c2d-214a-4b48-96ed-30a6be4e9b29,customer,b471-26041736,fe9b1c2d-214a-4b48-96ed-30a6be4e9b29,collision,2023-03-06T15:05:50Z
Lucas,Acevedo,2/27/1986,5,2,2,1,0,10207,5028,7,44,474,2263,5,,2022-03-14T07:57:18Z,7eafb316-3449-44ad-b423-fc7968fa3470,customer,c899-16616555,7eafb316-3449-44ad-b423-fc7968fa3470,collision,2023-03-06T15:05:50Z
Kerry,Mcbride,4/4/1977,5,2,6,2,0,6878,6978,7,48,518,1225,5,,2022-08-01T10:37:49Z,64911b06-b9a7-49aa-9e81-043d19decc0c,customer,b088-70830086,64911b06-b9a7-49aa-9e81-043d19decc0c,theft,2023-03-06T15:05:50Z
Travis,Fry,3/4/2010,5,2,3,2,0,11623,3701,18,41,621,3364,4,,2022-10-24T05:00:29Z,9060323f-3a35-42ee-a911-7104d4cb5878,customer,c830-49673718,9060323f-3a35-42ee-a911-7104d4cb5878,collision,2023-03-06T15:05:50Z
Eduardo,Allison,7/5/1935,6,2,5,2,0,7027,5687,9,47,667,2393,6,,2022-03-21T00:48:06Z,26bc796f-1b8c-4b3b-99f6-35790c0b0c24,customer,b935-85121811,26bc796f-1b8c-4b3b-99f6-35790c0b0c24,breakin,2023-03-06T15:05:50Z
Terrence,Hurley,11/15/1908,5,3,4,2,0,8551,2170,17,35,430,2220,3,,2023-02-01T21:36:08Z,395c03e1-1df9-469b-a2b4-347867ce6658,customer,d187-17760021,395c03e1-1df9-469b-a2b4-347867ce6658,collision,2023-03-06T15:05:50Z
Ashlee,Fitzgerald,2/9/1920,6,3,1,1,0,10894,2537,18,49,715,3250,3,,2022-04-08T01:50:13Z,da5a74e4-b119-4597-b4e7-baabe8bdef5f,customer,c951-05707072,da5a74e4-b119-4597-b4e7-baabe8bdef5f,theft,2023-03-06T15:05:50Z
Gregory,Park,7/23/1996,5,3,4,2,0,9287,2954,16,41,428,3224,3,,2022-12-10T23:23:40Z,db9e5cef-aa31-4ad1-897d-834ce11b7529,customer,c884-61570350,db9e5cef-aa31-4ad1-897d-834ce11b7529,breakin,2023-03-06T15:05:50Z
Howard,Kim,3/6/1948,4,2,5,2,0,12305,3497,14,27,399,2963,2,,2023-01-18T23:08:08Z,14aa0243-4248-4851-8f16-c25ce01f6456,customer,b523-77780434,14aa0243-4248-4851-8f16-c25ce01f6456,breakin,2023-03-06T15:05:50Z
Rickey,Small,7/15/1949,4,2,4,1,0,14571,3489,16,34,605,3497,4,,2022-10-17T15:50:16Z,38d96213-314f-4d47-864a-c3765ef09cf5,customer,d729-07619544,38d96213-314f-4d47-864a-c3765ef09cf5,breakin,2023-03-06T15:05:50Z
Cassidy,Lucas,4/6/1930,4,2,3,2,0,8857,5219,9,43,600,1766,6,,2022-12-19T21:40:14Z,86c739bb-d5cc-482f-bb7b-4ee273590085,customer,d103-36093174,86c739bb-d5cc-482f-bb7b-4ee273590085,collision,2023-03-06T15:05:50Z
Michaela,Sparks,7/23/1930,5,2,2,2,0,11795,3254,13,44,551,3352,3,,2022-03-29T04:12:52Z,4277126e-fc26-4145-a83c-d72d3b1601ac,customer,b402-12014851,4277126e-fc26-4145-a83c-d72d3b1601ac,breakin,2023-03-06T15:05:50Z
Barry,Mcmahon,7/18/1941,4,3,5,1,0,5477,5521,9,46,605,2289,4,,2023-01-09T23:09:08Z,619dfe40-bac2-4ca5-a829-e3238fdb0263,customer,d794-57341972,619dfe40-bac2-4ca5-a829-e3238fdb0263,collision,2023-03-06T15:05:50Z
Michelle,Mcneil,5/14/2012,5,2,3,2,0,10952,2515,16,45,506,3840,4,,2022-12-01T00:02:11Z,ea18743f-1b57-4c64-9d47-08890d17c787,customer,b946-71731736,ea18743f-1b57-4c64-9d47-08890d17c787,theft,2023-03-06T15:05:50Z
Dominic,Lane,2/13/2002,4,3,5,2,0,10149,6205,9,39,525,1352,6,,2022-07-23T21:57:40Z,8d428233-f310-40fd-ae44-33c95315d80d,customer,d176-14404141,8d428233-f310-40fd-ae44-33c95315d80d,theft,2023-03-06T15:05:50Z
Cynthia,Williamson,7/23/1923,3,2,4,1,0,7638,5696,6,46,376,1977,3,,2022-07-07T19:12:48Z,65a9af7d-3411-41d7-8e89-555117d37768,customer,b375-18954478,65a9af7d-3411-41d7-8e89-555117d37768,collision,2023-03-06T15:05:50Z
Theresa,Kaufman,5/24/2006,5,3,3,2,0,10507,3652,17,37,487,2546,4,,2022-10-27T18:05:12Z,fb8893ba-4cf0-4bb9-8716-5f0e132cbe09,customer,a967-71972358,fb8893ba-4cf0-4bb9-8716-5f0e132cbe09,theft,2023-03-06T15:05:50Z
Natalie,Waller,11/1/1939,5,3,4,1,0,11277,4050,12,35,689,2798,3,,2022-05-05T15:35:25Z,bb651a10-cb7a-4acb-bd45-72c0e7e14798,customer,c823-75029602,bb651a10-cb7a-4acb-bd45-72c0e7e14798,collision,2023-03-06T15:05:50Z
Sharon,Conrad,5/10/1932,5,2,4,1,0,10409,3652,12,39,742,3004,2,,2022-09-16T18:20:56Z,71a5220f-f2e9-4fe5-9df3-bf1f748bd2f8,customer,c519-50452298,71a5220f-f2e9-4fe5-9df3-bf1f748bd2f8,breakin,2023-03-06T15:05:50Z
Alan,Webster,1/23/1917,4,2,3,1,0,13140,5418,9,37,722,3478,3,,2022-10-12T23:58:25Z,96c57711-1286-4e1c-ac3b-fe15f3bf7761,customer,b745-52541885,96c57711-1286-4e1c-ac3b-fe15f3bf7761,theft,2023-03-06T15:05:50Z
Tanya,Ferguson,5/21/1941,5,2,5,1,0,9046,2718,5,40,347,2908,6,,2022-06-04T03:55:41Z,8e83935b-36c1-45f9-b4d1-0afebe139946,customer,d512-80140365,8e83935b-36c1-45f9-b4d1-0afebe139946,breakin,2023-03-06T15:05:50Z
Dawn,Caldwell,5/7/2006,4,2,4,2,0,12008,3124,12,33,440,2152,3,,2023-02-14T23:01:52Z,f991ae5c-8b17-48f3-88a1-1f8603d44afe,customer,d333-55628409,f991ae5c-8b17-48f3-88a1-1f8603d44afe,collision,2023-03-06T15:05:50Z
Eddie,Douglas,9/10/1959,3,2,6,1,0,7022,4387,5,39,416,2342,4,,2022-03-18T04:03:47Z,53833cce-6f25-4935-85b1-a73b9f194856,customer,c794-43166655,53833cce-6f25-4935-85b1-a73b9f194856,breakin,2023-03-06T15:05:50Z
Connor,Byrd,10/1/1943,4,2,4,2,0,13092,4377,14,38,604,2939,3,,2022-11-17T05:55:10Z,37598a4a-5d51-435a-b907-acfd6d323a84,customer,b504-21231703,37598a4a-5d51-435a-b907-acfd6d323a84,collision,2023-03-06T15:05:50Z
Connor,Molina,3/28/1915,5,3,3,2,0,8555,3657,18,42,619,2048,5,,2022-10-05T19:01:38Z,2aad2c91-7339-446d-9251-45c37aea4be6,customer,b751-02679212,2aad2c91-7339-446d-9251-45c37aea4be6,collision,2023-03-06T15:05:50Z
Colton,Gould,8/20/1943,3,3,5,1,0,7672,5529,10,52,518,2368,3,,2022-06-02T20:28:29Z,da179efb-6a8f-4612-aa6a-d0c6c2110cb5,customer,c333-27578149,da179efb-6a8f-4612-aa6a-d0c6c2110cb5,collision,2023-03-06T15:05:50Z
Rita,Santos,9/19/1995,5,2,4,2,0,10123,4521,14,32,495,2639,4,,2022-12-22T08:25:52Z,c40e473d-636b-492f-b3d2-4f7d9449c4c9,customer,d316-69932627,c40e473d-636b-492f-b3d2-4f7d9449c4c9,collision,2023-03-06T15:05:50Z
Ana,Lam,6/19/1994,5,2,2,1,0,11671,1881,8,43,629,3094,1,,2022-11-04T06:55:19Z,5a5f74ba-aa94-4bd0-aca4-0306b4129b9c,customer,c524-05303446,5a5f74ba-aa94-4bd0-aca4-0306b4129b9c,breakin,2023-03-06T15:05:50Z
Sara,Daniel,3/15/1952,4,2,5,1,0,12620,3175,10,34,649,2848,3,,2023-01-10T19:11:49Z,cb5614fd-6fdb-4a5b-9b04-8a7bdec38aeb,customer,c254-31879379,cb5614fd-6fdb-4a5b-9b04-8a7bdec38aeb,theft,2023-03-06T15:05:50Z
Andrew,Colon,10/17/1969,6,2,4,2,0,6938,5830,7,51,612,2031,6,,2022-08-14T05:34:43Z,475e0609-f295-4cb3-92b7-85efd314e2fe,customer,b621-32955966,475e0609-f295-4cb3-92b7-85efd314e2fe,breakin,2023-03-06T15:05:50Z
Vincent,Mullen,12/1/1941,3,2,4,2,0,12282,3949,12,32,514,1767,3,,2023-02-08T03:41:10Z,b50c20ce-addc-4d55-8ac7-234a08057c03,customer,c358-64250262,b50c20ce-addc-4d55-8ac7-234a08057c03,collision,2023-03-06T15:05:50Z
Eileen,Chambers,10/12/1948,5,2,5,1,0,8973,4374,11,57,445,3178,5,,2022-04-04T09:10:37Z,8f045182-b728-430b-a898-81dfa65852db,customer,b766-56100526,8f045182-b728-430b-a898-81dfa65852db,theft,2023-03-06T15:05:50Z
Yesenia,Jacobs,11/27/2011,5,2,4,2,0,11926,3832,10,34,331,2968,3,,2022-06-30T17:46:38Z,2a8784d9-d232-4673-a154-b1f4c23a6719,customer,b262-92236490,2a8784d9-d232-4673-a154-b1f4c23a6719,breakin,2023-03-06T15:05:50Z
Darin,Welch,2/24/1994,5,3,6,2,0,6445,5857,10,41,624,2295,5,,2023-02-14T07:59:50Z,92702f6b-9b4f-4d19-a999-3149de9ad89a,customer,c311-43254107,92702f6b-9b4f-4d19-a999-3149de9ad89a,collision,2023-03-06T15:05:50Z
Mark,Dixon,12/11/1979,4,3,3,2,0,11673,3640,13,39,545,2858,3,,2022-03-20T01:10:16Z,ce2df972-41d8-4183-8112-d58a00bd019f,customer,d794-17280022,ce2df972-41d8-4183-8112-d58a00bd019f,breakin,2023-03-06T15:05:50Z
Hayden,Green,12/19/2004,3,2,5,1,0,15765,4699,11,34,719,3914,4,,2022-09-10T03:56:01Z,190a60e3-0ece-491f-a600-41ff56fac822,customer,a724-01586256,190a60e3-0ece-491f-a600-41ff56fac822,breakin,2023-03-06T15:05:50Z
Clinton,Quinn,8/13/2004,6,3,4,1,0,9182,3977,13,45,909,3767,3,,2023-01-03T10:35:07Z,d6e8aae8-8ab9-44b7-8f30-58f7c65591e8,customer,a120-97909617,d6e8aae8-8ab9-44b7-8f30-58f7c65591e8,collision,2023-03-06T15:05:50Z
Cynthia,Hall,1/27/1919,4,2,4,2,0,8318,4458,9,40,605,2299,6,,2022-04-21T21:25:13Z,d176456f-eeee-4623-a1d6-4b3b4a674ed6,customer,c083-25704067,d176456f-eeee-4623-a1d6-4b3b4a674ed6,collision,2023-03-06T15:05:50Z
Shelly,Harrison,8/6/1944,4,3,4,2,0,10965,2654,18,31,424,1835,4,,2022-07-18T06:38:59Z,883478e5-5824-453c-a35a-3a4b25e0bb31,customer,c754-50880873,883478e5-5824-453c-a35a-3a4b25e0bb31,breakin,2023-03-06T15:05:50Z
Andres,Hall,7/11/1943,6,2,3,3,0,5390,7696,5,56,634,1820,5,,2022-11-29T14:13:40Z,26ea2c1e-7691-45ba-b448-58eed2a12548,customer,d459-34763372,26ea2c1e-7691-45ba-b448-58eed2a12548,collision,2023-03-06T15:05:50Z
Sally,Conrad,6/5/1980,5,2,5,2,0,8568,3897,7,35,452,3107,2,,2022-08-01T22:31:52Z,5665bf7b-f791-444e-b5f3-4fdcd186fa63,customer,b308-45524293,5665bf7b-f791-444e-b5f3-4fdcd186fa63,breakin,2023-03-06T15:05:50Z
Luke,Blackburn,9/4/1988,6,2,5,2,0,6801,4066,11,38,602,2280,4,,2022-04-17T12:39:00Z,09f04c82-de36-4baa-92bb-f512c864769d,customer,b853-33307183,09f04c82-de36-4baa-92bb-f512c864769d,collision,2023-03-06T15:05:50Z
Travis,Landry,2/28/1959,5,2,4,2,0,10503,3408,11,38,557,2896,2,,2022-10-02T09:28:07Z,dbc2dc2b-f631-4325-b666-bba14b4fe9de,customer,a019-82541866,dbc2dc2b-f631-4325-b666-bba14b4fe9de,breakin,2023-03-06T15:05:50Z
Kaitlyn,Hendrix,6/30/1936,5,3,4,2,0,9284,4463,13,41,661,2927,4,,2022-11-19T12:49:20Z,a1ab6681-3565-4774-9faf-489ba301b278,customer,a007-32406927,a1ab6681-3565-4774-9faf-489ba301b278,theft,2023-03-06T15:05:50Z
Kaylee,Ware,4/15/2015,5,3,4,3,0,8347,3621,16,40,484,2106,4,,2023-02-11T23:57:25Z,baaa0e12-7633-4fb7-b400-97a91bbe200b,customer,a048-18674531,baaa0e12-7633-4fb7-b400-97a91bbe200b,collision,2023-03-06T15:05:50Z
Candace,Douglas,2/2/1995,4,3,3,1,0,10886,4668,11,43,682,2585,3,,2022-08-02T02:02:37Z,d2306871-8e09-40d3-a74a-f8f3ff608f78,customer,d729-73286745,d2306871-8e09-40d3-a74a-f8f3ff608f78,theft,2023-03-06T15:05:50Z
Jaime,Austin,5/16/1970,3,2,4,2,0,5456,7164,11,48,582,1786,3,,2022-10-11T15:23:48Z,be41ec3f-29c3-4489-a096-ac229a69741d,customer,d281-73384058,be41ec3f-29c3-4489-a096-ac229a69741d,theft,2023-03-06T15:05:50Z
Collin,Sampson,3/22/1958,4,3,3,1,0,9115,5248,12,49,448,2350,5,,2023-01-01T22:26:17Z,4d0646e4-8f3b-4c6c-b88c-f3daa915412a,customer,c207-77664082,4d0646e4-8f3b-4c6c-b88c-f3daa915412a,breakin,2023-03-06T15:05:50Z
Isabella,Collins,2/21/1943,4,2,5,1,0,10065,4473,11,51,422,2036,5,,2022-09-14T04:51:41Z,d160dae2-4fcc-44e6-a05e-e848ff36ee3a,customer,c055-97960863,d160dae2-4fcc-44e6-a05e-e848ff36ee3a,breakin,2023-03-06T15:05:50Z
Jodi,Vaughn,2/11/1942,6,3,4,2,0,8033,5811,12,44,584,1273,6,,2022-04-02T00:50:35Z,0d01e34d-d5ec-4de0-9339-c5fbb5e412b3,customer,a287-98336733,0d01e34d-d5ec-4de0-9339-c5fbb5e412b3,collision,2023-03-06T15:05:50Z
Theresa,Duffy,4/7/1979,5,3,3,2,0,8379,4345,13,35,482,2796,3,,2022-11-06T10:53:44Z,6af39228-f501-4a91-8d91-a562a642e91a,customer,d667-77864909,6af39228-f501-4a91-8d91-a562a642e91a,collision,2023-03-06T15:05:50Z
Tristan,Key,2/15/1954,3,2,5,1,0,14740,4878,11,29,562,3070,2,,2023-01-23T09:23:54Z,67250a09-dde0-4574-a52b-b77bcc7313eb,customer,a857-29656319,67250a09-dde0-4574-a52b-b77bcc7313eb,collision,2023-03-06T15:05:50Z
Brad,Lloyd,7/9/1931,4,3,5,2,0,11255,5004,13,34,582,3049,3,,2022-10-04T11:42:31Z,ddf363be-a437-4e63-9ec0-d4bbd47036db,customer,b787-51574834,ddf363be-a437-4e63-9ec0-d4bbd47036db,collision,2023-03-06T15:05:50Z
Lauren,Cervantes,12/14/1907,4,3,4,2,0,5395,6161,12,53,679,1570,3,,2022-11-29T07:20:37Z,5789576e-b3ab-4f9e-a5a2-07833b63df44,customer,a047-54345848,5789576e-b3ab-4f9e-a5a2-07833b63df44,collision,2023-03-06T15:05:50Z
Stefanie,Johnston,9/24/1953,4,3,4,1,0,12419,3105,14,33,546,2734,2,,2023-02-24T09:14:19Z,bc7a6ede-8e36-46a3-83d0-709ea2d75535,customer,a664-40925607,bc7a6ede-8e36-46a3-83d0-709ea2d75535,breakin,2023-03-06T15:05:50Z
Bob,Deleon,7/30/2008,3,2,4,2,0,15826,4540,14,35,543,3169,4,,2023-02-06T00:50:06Z,512ac2fb-e3e8-4be3-8475-38b7122148b3,customer,a548-18010847,512ac2fb-e3e8-4be3-8475-38b7122148b3,collision,2023-03-06T15:05:50Z
Jenna,Gentry,8/7/1941,5,3,4,2,0,6482,6544,8,48,721,1938,5,,2022-08-05T12:17:08Z,9a751312-1aed-4746-81e8-4f81921bd622,customer,d237-40388962,9a751312-1aed-4746-81e8-4f81921bd622,breakin,2023-03-06T15:05:50Z
Todd,Flowers,4/28/2001,4,3,4,1,0,14838,3515,13,31,725,2839,3,,2022-12-24T16:33:01Z,e6b63b26-c453-4a92-81ee-87d9937101aa,customer,c124-43752756,e6b63b26-c453-4a92-81ee-87d9937101aa,collision,2023-03-06T15:05:50Z
Mackenzie,Farrell,10/22/2021,5,2,3,1,0,10266,4125,9,48,645,2406,4,,2022-06-05T07:04:19Z,845a04ab-8af9-4192-9e53-04d018f43804,customer,d407-14419368,845a04ab-8af9-4192-9e53-04d018f43804,breakin,2023-03-06T15:05:50Z
Amanda,Clayton,2/10/1997,4,2,3,2,0,8836,6633,7,43,577,1720,5,,2022-06-06T01:24:13Z,35abe219-5f8b-4deb-bbec-d44d1b00209e,customer,a247-93854811,35abe219-5f8b-4deb-bbec-d44d1b00209e,breakin,2023-03-06T15:05:50Z
Kristopher,Mckee,3/30/1939,6,3,3,1,0,8396,4347,13,49,792,3364,3,,2023-01-02T08:34:10Z,cf24c4b9-625d-4214-8ba4-8a57721287d2,customer,b397-30840896,cf24c4b9-625d-4214-8ba4-8a57721287d2,breakin,2023-03-06T15:05:50Z
Franklin,Hendricks,9/24/1954,4,2,4,2,0,9588,5510,5,44,503,2425,4,,2022-04-24T09:52:52Z,1b521903-34e0-43f2-8d71-081abd526de6,customer,c901-64834187,1b521903-34e0-43f2-8d71-081abd526de6,collision,2023-03-06T15:05:50Z
Vincent,Mckee,11/13/1998,5,2,2,2,0,11431,4013,14,43,490,2801,5,,2023-02-14T04:43:12Z,6e729155-7594-4cf6-9153-39b54f2155c9,customer,c098-94904123,6e729155-7594-4cf6-9153-39b54f2155c9,theft,2023-03-06T15:05:50Z
Ricky,Herrera,10/23/1910,5,3,4,2,0,8302,3315,15,31,447,2091,4,,2023-02-12T23:32:04Z,68c65f48-dece-4817-b942-129e9505221d,customer,d331-94517880,68c65f48-dece-4817-b942-129e9505221d,breakin,2023-03-06T15:05:50Z
John,Knight,7/14/1978,5,2,4,2,0,10666,5560,6,49,515,2326,5,,2022-04-23T01:52:08Z,e702043d-760e-4e34-a125-3117a4656fb0,customer,a785-49564004,e702043d-760e-4e34-a125-3117a4656fb0,breakin,2023-03-06T15:05:50Z
Kara,Giles,5/20/2012,4,2,4,1,0,6910,4817,7,43,458,2612,5,,2022-03-26T15:08:47Z,f236989e-096c-4bcc-9567-85f609654806,customer,c877-62789649,f236989e-096c-4bcc-9567-85f609654806,breakin,2023-03-06T15:05:50Z
Clayton,Zavala,3/16/1989,5,2,3,2,0,11805,4216,13,38,587,3046,3,,2022-04-25T12:11:12Z,2cf0264b-2b6b-4a6e-a988-baa9e7a300d8,customer,c240-57517979,2cf0264b-2b6b-4a6e-a988-baa9e7a300d8,breakin,2023-03-06T15:05:50Z
Rickey,Byrd,7/21/1972,5,3,4,3,0,9507,3960,16,36,501,2410,4,,2022-09-16T13:30:07Z,b4ebe8ee-a825-45f9-bc8f-10777397f813,customer,b613-53513047,b4ebe8ee-a825-45f9-bc8f-10777397f813,theft,2023-03-06T15:05:50Z
Lonnie,Madden,8/31/1982,5,2,5,2,0,5834,6228,6,51,640,2560,5,,2022-12-10T08:37:20Z,e152f38c-2228-4828-a390-2dc73fb6917b,customer,a715-95834900,e152f38c-2228-4828-a390-2dc73fb6917b,collision,2023-03-06T15:05:50Z
Isabella,Horn,6/9/1914,5,2,5,2,0,8802,6723,9,53,414,2137,5,,2023-02-02T00:38:18Z,1288ca27-2681-445e-9eac-966f2e864ddd,customer,d772-50016096,1288ca27-2681-445e-9eac-966f2e864ddd,theft,2023-03-06T15:05:50Z
Charlotte,Brennan,9/11/1970,5,2,3,2,0,7907,5824,13,54,742,2019,4,,2023-02-28T22:28:51Z,708278a2-2d2b-42e4-91e7-60b504670c45,customer,b487-09575332,708278a2-2d2b-42e4-91e7-60b504670c45,breakin,2023-03-06T15:05:50Z
Clarence,Sheppard,3/7/1913,4,2,5,2,0,11365,3418,13,29,497,2487,2,,2022-04-27T09:40:40Z,87427703-ee24-443e-9d3d-fc3c09d6b97a,customer,a667-40301814,87427703-ee24-443e-9d3d-fc3c09d6b97a,collision,2023-03-06T15:05:50Z
Olivia,Guzman,12/4/1998,4,2,2,1,0,12257,5105,12,40,526,3217,3,,2022-12-21T14:12:26Z,efd10f5e-9f5e-45ac-8ec7-db3ae7145158,customer,b015-52694285,efd10f5e-9f5e-45ac-8ec7-db3ae7145158,breakin,2023-03-06T15:05:50Z
Jackie,Juarez,1/7/1937,4,2,4,2,0,11396,5785,5,35,536,1719,5,,2022-04-07T09:39:15Z,bfa244d4-2242-4ceb-920d-564c69f03c96,customer,a638-74865984,bfa244d4-2242-4ceb-920d-564c69f03c96,theft,2023-03-06T15:05:50Z
Carla,Dillon,12/30/1962,5,3,3,2,0,7522,5404,8,43,606,2409,6,,2022-11-09T17:16:30Z,fd9ae739-fe6e-4888-92a9-12a5168c6829,customer,c303-99375781,fd9ae739-fe6e-4888-92a9-12a5168c6829,theft,2023-03-06T15:05:50Z
Joel,Keller,4/29/1988,3,2,5,1,0,8516,4460,7,44,430,2799,5,,2022-03-16T13:12:14Z,9b5664c8-ae27-48dc-8330-6e054bd4ff97,customer,b330-49954684,9b5664c8-ae27-48dc-8330-6e054bd4ff97,collision,2023-03-06T15:05:50Z
Brooke,Schaefer,7/11/1911,6,3,4,3,0,6776,4394,17,37,484,2169,5,,2022-11-17T00:04:20Z,5c599556-1abc-45e2-93a2-fa4240108f79,customer,a515-61020595,5c599556-1abc-45e2-93a2-fa4240108f79,collision,2023-03-06T15:05:50Z
Kaylee,Fowler,6/12/1981,5,2,3,2,0,10825,4061,13,39,499,2840,3,,2022-06-15T00:28:56Z,09adb4f7-338b-4bde-bc97-3c0e136d33bc,customer,d995-99984342,09adb4f7-338b-4bde-bc97-3c0e136d33bc,theft,2023-03-06T15:05:50Z
